Index of Commit,SubIndex of Commit,Size,Path
969,3,1951,.travis.yml
969,4,1387,CONDUCT.md
969,5,1879,CONTRIBUTING.md
969,6,1921,DESCRIPTION
969,7,42,LICENSE
969,8,1090,LICENSE.md
969,9,6938,NAMESPACE
969,10,38539,NEWS.md
969,12,8152,README.md
969,18,326,plotly.Rproj
970,0,217,.Rbuildignore
970,2,187,.gitignore
970,3,1951,.travis.yml
970,4,1387,CONDUCT.md
970,5,1879,CONTRIBUTING.md
970,6,1921,DESCRIPTION
970,7,42,LICENSE
970,8,1090,LICENSE.md
970,9,6938,NAMESPACE
970,10,38539,NEWS.md
970,12,8152,README.md
970,18,326,plotly.Rproj
971,0,217,.Rbuildignore
971,2,187,.gitignore
971,3,1951,.travis.yml
971,4,1387,CONDUCT.md
971,5,1879,CONTRIBUTING.md
971,6,1921,DESCRIPTION
971,7,42,LICENSE
971,8,1090,LICENSE.md
971,9,6938,NAMESPACE
971,10,38539,NEWS.md
971,12,8152,README.md
971,18,326,plotly.Rproj
972,0,217,.Rbuildignore
972,2,187,.gitignore
972,3,1951,.travis.yml
972,4,1387,CONDUCT.md
972,5,1879,CONTRIBUTING.md
972,6,1921,DESCRIPTION
972,7,42,LICENSE
972,8,1090,LICENSE.md
972,9,6938,NAMESPACE
972,10,38539,NEWS.md
972,12,8152,README.md
972,18,326,plotly.Rproj
973,0,217,.Rbuildignore
973,2,187,.gitignore
973,3,1951,.travis.yml
973,4,1387,CONDUCT.md
973,5,1879,CONTRIBUTING.md
973,6,1921,DESCRIPTION
973,7,42,LICENSE
973,8,1090,LICENSE.md
973,9,6938,NAMESPACE
973,10,38539,NEWS.md
973,12,8152,README.md
973,18,326,plotly.Rproj
974,0,217,.Rbuildignore
974,2,187,.gitignore
974,3,1951,.travis.yml
974,4,1387,CONDUCT.md
974,5,1879,CONTRIBUTING.md
974,6,1921,DESCRIPTION
974,7,42,LICENSE
974,8,1090,LICENSE.md
974,9,6938,NAMESPACE
974,10,38539,NEWS.md
974,12,8146,README.md
974,18,326,plotly.Rproj
975,0,217,.Rbuildignore
975,2,187,.gitignore
975,3,1951,.travis.yml
975,4,1387,CONDUCT.md
975,5,1879,CONTRIBUTING.md
975,6,1921,DESCRIPTION
975,7,42,LICENSE
975,8,1090,LICENSE.md
975,9,6938,NAMESPACE
975,10,38539,NEWS.md
975,12,8152,README.md
975,18,326,plotly.Rproj
976,0,217,.Rbuildignore
976,2,187,.gitignore
976,3,1951,.travis.yml
976,4,1387,CONDUCT.md
976,5,1879,CONTRIBUTING.md
976,6,1921,DESCRIPTION
976,7,42,LICENSE
976,8,1090,LICENSE.md
976,9,6938,NAMESPACE
976,10,38539,NEWS.md
976,12,8146,README.md
976,18,326,plotly.Rproj
977,0,217,.Rbuildignore
977,2,187,.gitignore
977,3,1951,.travis.yml
977,4,1387,CONDUCT.md
977,5,1879,CONTRIBUTING.md
977,6,1921,DESCRIPTION
977,7,42,LICENSE
977,8,1090,LICENSE.md
977,9,6938,NAMESPACE
977,10,38539,NEWS.md
977,12,8146,README.md
977,18,326,plotly.Rproj
978,0,217,.Rbuildignore
978,2,187,.gitignore
978,3,1951,.travis.yml
978,4,1387,CONDUCT.md
978,5,1879,CONTRIBUTING.md
978,6,1921,DESCRIPTION
978,7,42,LICENSE
978,8,1090,LICENSE.md
978,9,6938,NAMESPACE
978,10,38539,NEWS.md
978,12,8152,README.md
978,18,326,plotly.Rproj
979,0,217,.Rbuildignore
979,2,187,.gitignore
979,3,1951,.travis.yml
979,4,1387,CONDUCT.md
979,5,1879,CONTRIBUTING.md
979,6,1921,DESCRIPTION
979,7,42,LICENSE
979,8,1090,LICENSE.md
979,9,6938,NAMESPACE
979,10,38539,NEWS.md
979,12,8146,README.md
979,18,326,plotly.Rproj
980,0,217,.Rbuildignore
980,2,187,.gitignore
980,3,1951,.travis.yml
980,4,1387,CONDUCT.md
980,5,1879,CONTRIBUTING.md
980,6,1921,DESCRIPTION
980,7,42,LICENSE
980,8,1090,LICENSE.md
980,9,6938,NAMESPACE
980,10,38539,NEWS.md
980,12,8146,README.md
980,18,326,plotly.Rproj
981,0,217,.Rbuildignore
981,2,187,.gitignore
981,3,1951,.travis.yml
981,4,1387,CONDUCT.md
981,5,1879,CONTRIBUTING.md
981,6,1921,DESCRIPTION
981,7,42,LICENSE
981,8,1090,LICENSE.md
981,9,6938,NAMESPACE
981,10,38539,NEWS.md
981,12,8146,README.md
981,18,326,plotly.Rproj
982,0,217,.Rbuildignore
982,2,187,.gitignore
982,3,1951,.travis.yml
982,4,1387,CONDUCT.md
982,5,1879,CONTRIBUTING.md
982,6,1897,DESCRIPTION
982,7,42,LICENSE
982,8,1090,LICENSE.md
982,9,6938,NAMESPACE
982,10,38392,NEWS.md
982,12,8146,README.md
982,18,326,plotly.Rproj
983,0,217,.Rbuildignore
983,2,187,.gitignore
983,3,1950,.travis.yml
983,4,1387,CONDUCT.md
983,5,1879,CONTRIBUTING.md
983,6,1897,DESCRIPTION
983,7,42,LICENSE
983,8,1090,LICENSE.md
983,9,6938,NAMESPACE
983,10,38392,NEWS.md
983,12,8146,README.md
983,18,326,plotly.Rproj
984,0,217,.Rbuildignore
984,2,187,.gitignore
984,3,1950,.travis.yml
984,4,1387,CONDUCT.md
984,5,1879,CONTRIBUTING.md
984,6,1897,DESCRIPTION
984,7,42,LICENSE
984,8,1090,LICENSE.md
984,9,6938,NAMESPACE
984,10,38392,NEWS.md
984,12,7743,README.md
984,18,326,plotly.Rproj
985,0,217,.Rbuildignore
985,2,187,.gitignore
985,3,1950,.travis.yml
985,4,1387,CONDUCT.md
985,5,1879,CONTRIBUTING.md
985,6,1897,DESCRIPTION
985,7,42,LICENSE
985,8,1090,LICENSE.md
985,9,6938,NAMESPACE
985,10,38392,NEWS.md
985,12,7743,README.md
985,18,326,plotly.Rproj
986,0,217,.Rbuildignore
986,2,187,.gitignore
986,3,1950,.travis.yml
986,4,1387,CONDUCT.md
986,5,1879,CONTRIBUTING.md
986,6,1897,DESCRIPTION
986,7,42,LICENSE
986,8,1090,LICENSE.md
986,9,6938,NAMESPACE
986,10,38392,NEWS.md
986,12,7743,README.md
986,18,326,plotly.Rproj
987,0,217,.Rbuildignore
987,2,187,.gitignore
987,3,1950,.travis.yml
987,4,1387,CONDUCT.md
987,5,1879,CONTRIBUTING.md
987,6,1890,DESCRIPTION
987,7,42,LICENSE
987,8,1090,LICENSE.md
987,9,6938,NAMESPACE
987,10,38392,NEWS.md
987,12,7482,README.md
987,18,326,plotly.Rproj
988,0,217,.Rbuildignore
988,2,187,.gitignore
988,3,1950,.travis.yml
988,4,1387,CONDUCT.md
988,5,1879,CONTRIBUTING.md
988,6,1890,DESCRIPTION
988,7,42,LICENSE
988,8,1090,LICENSE.md
988,9,6938,NAMESPACE
988,10,38299,NEWS.md
988,12,7482,README.md
988,18,326,plotly.Rproj
989,0,217,.Rbuildignore
989,2,187,.gitignore
989,3,1950,.travis.yml
989,4,1387,CONDUCT.md
989,5,1879,CONTRIBUTING.md
989,6,1885,DESCRIPTION
989,7,42,LICENSE
989,8,1090,LICENSE.md
989,9,6938,NAMESPACE
989,10,38226,NEWS.md
989,12,7482,README.md
989,18,326,plotly.Rproj
990,0,217,.Rbuildignore
990,2,187,.gitignore
990,3,1950,.travis.yml
990,4,1387,CONDUCT.md
990,5,1879,CONTRIBUTING.md
990,6,1885,DESCRIPTION
990,7,42,LICENSE
990,8,1090,LICENSE.md
990,9,6938,NAMESPACE
990,10,38226,NEWS.md
990,12,7482,README.md
990,18,326,plotly.Rproj
991,0,217,.Rbuildignore
991,2,187,.gitignore
991,3,1950,.travis.yml
991,4,1387,CONDUCT.md
991,5,1879,CONTRIBUTING.md
991,6,1885,DESCRIPTION
991,7,42,LICENSE
991,8,1090,LICENSE.md
991,9,6934,NAMESPACE
991,10,38214,NEWS.md
991,12,7482,README.md
991,18,326,plotly.Rproj
992,0,217,.Rbuildignore
992,2,187,.gitignore
992,3,1950,.travis.yml
992,4,1387,CONDUCT.md
992,5,1879,CONTRIBUTING.md
992,6,1885,DESCRIPTION
992,7,42,LICENSE
992,8,1090,LICENSE.md
992,9,6934,NAMESPACE
992,10,38034,NEWS.md
992,12,7482,README.md
992,18,326,plotly.Rproj
993,0,217,.Rbuildignore
993,2,187,.gitignore
993,3,1950,.travis.yml
993,4,1387,CONDUCT.md
993,5,1879,CONTRIBUTING.md
993,6,1885,DESCRIPTION
993,7,42,LICENSE
993,8,1090,LICENSE.md
993,9,6934,NAMESPACE
993,10,38034,NEWS.md
993,12,7482,README.md
993,18,326,plotly.Rproj
994,0,217,.Rbuildignore
994,2,187,.gitignore
994,3,1950,.travis.yml
994,4,1387,CONDUCT.md
994,5,1879,CONTRIBUTING.md
994,6,1885,DESCRIPTION
994,7,42,LICENSE
994,8,1090,LICENSE.md
994,9,6934,NAMESPACE
994,10,38034,NEWS.md
994,12,7482,README.md
994,18,326,plotly.Rproj
995,0,217,.Rbuildignore
995,2,187,.gitignore
995,3,1950,.travis.yml
995,4,1387,CONDUCT.md
995,5,1879,CONTRIBUTING.md
995,6,1909,DESCRIPTION
995,7,42,LICENSE
995,8,1090,LICENSE.md
995,9,6934,NAMESPACE
995,10,38034,NEWS.md
995,12,7482,README.md
995,18,326,plotly.Rproj
996,0,217,.Rbuildignore
996,2,187,.gitignore
996,3,1950,.travis.yml
996,4,1387,CONDUCT.md
996,5,1879,CONTRIBUTING.md
996,6,1914,DESCRIPTION
996,7,42,LICENSE
996,8,1090,LICENSE.md
996,9,6934,NAMESPACE
996,10,37872,NEWS.md
996,12,7482,README.md
996,18,326,plotly.Rproj
997,0,217,.Rbuildignore
997,2,187,.gitignore
997,3,1950,.travis.yml
997,4,1387,CONDUCT.md
997,5,1879,CONTRIBUTING.md
997,6,1914,DESCRIPTION
997,7,42,LICENSE
997,8,1090,LICENSE.md
997,9,6934,NAMESPACE
997,10,37872,NEWS.md
997,12,7482,README.md
997,18,326,plotly.Rproj
998,0,217,.Rbuildignore
998,2,187,.gitignore
998,3,1950,.travis.yml
998,4,1387,CONDUCT.md
998,5,1879,CONTRIBUTING.md
998,6,1914,DESCRIPTION
998,7,42,LICENSE
998,8,1090,LICENSE.md
998,9,6934,NAMESPACE
998,10,37872,NEWS.md
998,12,7482,README.md
998,18,326,plotly.Rproj
999,0,217,.Rbuildignore
999,2,187,.gitignore
999,3,1950,.travis.yml
999,4,1387,CONDUCT.md
999,5,1879,CONTRIBUTING.md
999,6,1914,DESCRIPTION
999,7,42,LICENSE
999,8,1090,LICENSE.md
999,9,6934,NAMESPACE
999,10,37872,NEWS.md
999,12,7482,README.md
999,18,326,plotly.Rproj
1000,0,217,.Rbuildignore
1000,2,187,.gitignore
1000,3,1950,.travis.yml
1000,4,1387,CONDUCT.md
1000,5,1879,CONTRIBUTING.md
1000,6,1914,DESCRIPTION
1000,7,42,LICENSE
1000,8,1090,LICENSE.md
1000,9,6934,NAMESPACE
1000,10,37872,NEWS.md
1000,12,7482,README.md
1000,18,326,plotly.Rproj
1001,0,217,.Rbuildignore
1001,2,187,.gitignore
1001,3,1950,.travis.yml
1001,4,1387,CONDUCT.md
1001,5,1879,CONTRIBUTING.md
1001,6,1914,DESCRIPTION
1001,7,42,LICENSE
1001,8,1090,LICENSE.md
1001,9,6934,NAMESPACE
1001,10,37872,NEWS.md
1001,12,7482,README.md
1001,18,326,plotly.Rproj
1002,0,217,.Rbuildignore
1002,2,187,.gitignore
1002,3,1950,.travis.yml
1002,4,1387,CONDUCT.md
1002,5,1879,CONTRIBUTING.md
1002,6,1914,DESCRIPTION
1002,7,42,LICENSE
1002,8,1090,LICENSE.md
1002,9,6934,NAMESPACE
1002,10,37872,NEWS.md
1002,12,7482,README.md
1002,18,326,plotly.Rproj
1003,0,217,.Rbuildignore
1003,2,187,.gitignore
1003,3,1950,.travis.yml
1003,4,1387,CONDUCT.md
1003,5,1879,CONTRIBUTING.md
1003,6,1914,DESCRIPTION
1003,7,42,LICENSE
1003,8,1090,LICENSE.md
1003,9,6934,NAMESPACE
1003,10,37872,NEWS.md
1003,12,7482,README.md
1003,18,326,plotly.Rproj
1004,0,217,.Rbuildignore
1004,2,187,.gitignore
1004,3,1950,.travis.yml
1004,4,1387,CONDUCT.md
1004,5,1879,CONTRIBUTING.md
1004,6,1914,DESCRIPTION
1004,7,42,LICENSE
1004,8,1090,LICENSE.md
1004,9,6934,NAMESPACE
1004,10,37872,NEWS.md
1004,12,7482,README.md
1004,18,326,plotly.Rproj
1005,0,217,.Rbuildignore
1005,2,187,.gitignore
1005,3,1950,.travis.yml
1005,4,1387,CONDUCT.md
1005,5,1879,CONTRIBUTING.md
1005,6,1914,DESCRIPTION
1005,7,42,LICENSE
1005,8,1090,LICENSE.md
1005,9,6934,NAMESPACE
1005,10,37872,NEWS.md
1005,12,7482,README.md
1005,18,326,plotly.Rproj
1006,0,217,.Rbuildignore
1006,2,187,.gitignore
1006,3,1950,.travis.yml
1006,4,1387,CONDUCT.md
1006,5,1879,CONTRIBUTING.md
1006,6,1883,DESCRIPTION
1006,7,42,LICENSE
1006,8,1090,LICENSE.md
1006,9,6934,NAMESPACE
1006,10,37872,NEWS.md
1006,12,7482,README.md
1006,18,326,plotly.Rproj
1007,0,217,.Rbuildignore
1007,2,187,.gitignore
1007,3,1950,.travis.yml
1007,4,1387,CONDUCT.md
1007,5,1879,CONTRIBUTING.md
1007,6,1883,DESCRIPTION
1007,7,42,LICENSE
1007,8,1090,LICENSE.md
1007,9,6934,NAMESPACE
1007,10,37866,NEWS.md
1007,12,7482,README.md
1007,18,326,plotly.Rproj
1008,0,217,.Rbuildignore
1008,2,187,.gitignore
1008,3,1950,.travis.yml
1008,4,1387,CONDUCT.md
1008,5,1879,CONTRIBUTING.md
1008,6,1883,DESCRIPTION
1008,7,42,LICENSE
1008,8,1090,LICENSE.md
1008,9,6934,NAMESPACE
1008,10,37773,NEWS.md
1008,12,7482,README.md
1008,18,326,plotly.Rproj
1009,0,217,.Rbuildignore
1009,2,187,.gitignore
1009,3,1950,.travis.yml
1009,4,1387,CONDUCT.md
1009,5,1879,CONTRIBUTING.md
1009,6,1883,DESCRIPTION
1009,7,42,LICENSE
1009,8,1090,LICENSE.md
1009,9,6934,NAMESPACE
1009,10,37773,NEWS.md
1009,12,7482,README.md
1009,18,326,plotly.Rproj
1010,0,217,.Rbuildignore
1010,2,187,.gitignore
1010,3,1950,.travis.yml
1010,4,1387,CONDUCT.md
1010,5,1879,CONTRIBUTING.md
1010,6,1883,DESCRIPTION
1010,7,42,LICENSE
1010,8,1090,LICENSE.md
1010,9,6934,NAMESPACE
1010,10,37773,NEWS.md
1010,12,7482,README.md
1010,18,326,plotly.Rproj
1011,0,217,.Rbuildignore
1011,2,187,.gitignore
1011,3,2046,.travis.yml
1011,4,1387,CONDUCT.md
1011,5,1879,CONTRIBUTING.md
1011,6,1883,DESCRIPTION
1011,7,42,LICENSE
1011,8,1090,LICENSE.md
1011,9,6934,NAMESPACE
1011,10,37773,NEWS.md
1011,12,7482,README.md
1011,18,326,plotly.Rproj
1012,0,217,.Rbuildignore
1012,2,187,.gitignore
1012,3,1950,.travis.yml
1012,4,1387,CONDUCT.md
1012,5,1879,CONTRIBUTING.md
1012,6,1883,DESCRIPTION
1012,7,42,LICENSE
1012,8,1090,LICENSE.md
1012,9,6934,NAMESPACE
1012,10,37773,NEWS.md
1012,12,7482,README.md
1012,18,326,plotly.Rproj
1013,0,217,.Rbuildignore
1013,2,187,.gitignore
1013,3,1950,.travis.yml
1013,4,1387,CONDUCT.md
1013,5,1879,CONTRIBUTING.md
1013,6,1883,DESCRIPTION
1013,7,42,LICENSE
1013,8,1090,LICENSE.md
1013,9,6934,NAMESPACE
1013,10,37773,NEWS.md
1013,12,7482,README.md
1013,18,326,plotly.Rproj
1014,0,217,.Rbuildignore
1014,2,187,.gitignore
1014,3,1950,.travis.yml
1014,4,1387,CONDUCT.md
1014,5,1879,CONTRIBUTING.md
1014,6,1883,DESCRIPTION
1014,7,42,LICENSE
1014,8,1090,LICENSE.md
1014,9,6934,NAMESPACE
1014,10,37773,NEWS.md
1014,12,7482,README.md
1014,18,326,plotly.Rproj
1015,0,217,.Rbuildignore
1015,2,187,.gitignore
1015,3,1950,.travis.yml
1015,4,1387,CONDUCT.md
1015,5,1879,CONTRIBUTING.md
1015,6,1883,DESCRIPTION
1015,7,42,LICENSE
1015,8,1090,LICENSE.md
1015,9,6934,NAMESPACE
1015,10,37773,NEWS.md
1015,12,7482,README.md
1015,18,326,plotly.Rproj
1016,0,220,.Rbuildignore
1016,2,206,.gitignore
1016,3,1950,.travis.yml
1016,4,1387,CONDUCT.md
1016,5,1879,CONTRIBUTING.md
1016,6,1883,DESCRIPTION
1016,7,42,LICENSE
1016,8,1090,LICENSE.md
1016,9,6915,NAMESPACE
1016,10,37632,NEWS.md
1016,12,7482,README.md
1016,18,326,plotly.Rproj
1017,0,220,.Rbuildignore
1017,2,206,.gitignore
1017,3,1950,.travis.yml
1017,4,1387,CONDUCT.md
1017,5,1879,CONTRIBUTING.md
1017,6,1883,DESCRIPTION
1017,7,42,LICENSE
1017,8,1090,LICENSE.md
1017,9,6915,NAMESPACE
1017,10,37632,NEWS.md
1017,12,7482,README.md
1017,18,326,plotly.Rproj
1018,0,220,.Rbuildignore
1018,2,206,.gitignore
1018,3,1950,.travis.yml
1018,4,1387,CONDUCT.md
1018,5,1879,CONTRIBUTING.md
1018,6,1883,DESCRIPTION
1018,7,42,LICENSE
1018,8,1090,LICENSE.md
1018,9,6915,NAMESPACE
1018,10,37632,NEWS.md
1018,12,7482,README.md
1018,18,326,plotly.Rproj
1019,0,220,.Rbuildignore
1019,2,206,.gitignore
1019,3,1950,.travis.yml
1019,4,1387,CONDUCT.md
1019,5,1879,CONTRIBUTING.md
1019,6,1883,DESCRIPTION
1019,7,42,LICENSE
1019,8,1090,LICENSE.md
1019,9,6915,NAMESPACE
1019,10,37339,NEWS.md
1019,12,7482,README.md
1019,18,326,plotly.Rproj
1020,0,220,.Rbuildignore
1020,2,206,.gitignore
1020,3,1950,.travis.yml
1020,4,1387,CONDUCT.md
1020,5,1879,CONTRIBUTING.md
1020,6,1883,DESCRIPTION
1020,7,42,LICENSE
1020,8,1090,LICENSE.md
1020,9,6869,NAMESPACE
1020,10,37339,NEWS.md
1020,12,7482,README.md
1020,18,326,plotly.Rproj
1021,0,220,.Rbuildignore
1021,2,206,.gitignore
1021,3,1950,.travis.yml
1021,4,1387,CONDUCT.md
1021,5,1879,CONTRIBUTING.md
1021,6,1884,DESCRIPTION
1021,7,42,LICENSE
1021,8,1090,LICENSE.md
1021,9,6869,NAMESPACE
1021,10,37339,NEWS.md
1021,12,7482,README.md
1021,18,326,plotly.Rproj
1022,0,220,.Rbuildignore
1022,2,206,.gitignore
1022,3,1950,.travis.yml
1022,4,1387,CONDUCT.md
1022,5,1879,CONTRIBUTING.md
1022,6,1884,DESCRIPTION
1022,7,42,LICENSE
1022,8,1090,LICENSE.md
1022,9,6869,NAMESPACE
1022,10,37339,NEWS.md
1022,12,7482,README.md
1022,18,326,plotly.Rproj
1023,0,220,.Rbuildignore
1023,2,206,.gitignore
1023,3,1950,.travis.yml
1023,4,1387,CONDUCT.md
1023,5,1879,CONTRIBUTING.md
1023,6,1884,DESCRIPTION
1023,7,42,LICENSE
1023,8,1090,LICENSE.md
1023,9,6869,NAMESPACE
1023,10,37339,NEWS.md
1023,12,7482,README.md
1023,18,326,plotly.Rproj
1024,0,220,.Rbuildignore
1024,2,206,.gitignore
1024,3,1950,.travis.yml
1024,4,1387,CONDUCT.md
1024,5,1879,CONTRIBUTING.md
1024,6,1884,DESCRIPTION
1024,7,42,LICENSE
1024,8,1090,LICENSE.md
1024,9,6869,NAMESPACE
1024,10,37339,NEWS.md
1024,12,7431,README.md
1024,18,326,plotly.Rproj
1025,0,220,.Rbuildignore
1025,2,206,.gitignore
1025,3,1950,.travis.yml
1025,4,1387,CONDUCT.md
1025,5,1879,CONTRIBUTING.md
1025,6,1884,DESCRIPTION
1025,7,42,LICENSE
1025,8,1090,LICENSE.md
1025,9,6869,NAMESPACE
1025,10,37339,NEWS.md
1025,12,7482,README.md
1025,18,326,plotly.Rproj
1026,0,220,.Rbuildignore
1026,2,206,.gitignore
1026,3,1950,.travis.yml
1026,4,1387,CONDUCT.md
1026,5,1879,CONTRIBUTING.md
1026,6,1884,DESCRIPTION
1026,7,42,LICENSE
1026,8,1090,LICENSE.md
1026,9,6869,NAMESPACE
1026,10,37339,NEWS.md
1026,12,7431,README.md
1026,18,326,plotly.Rproj
1027,0,220,.Rbuildignore
1027,2,206,.gitignore
1027,3,1950,.travis.yml
1027,4,1387,CONDUCT.md
1027,5,1879,CONTRIBUTING.md
1027,6,1884,DESCRIPTION
1027,7,42,LICENSE
1027,8,1090,LICENSE.md
1027,9,6869,NAMESPACE
1027,10,37339,NEWS.md
1027,12,7431,README.md
1027,18,326,plotly.Rproj
1028,0,220,.Rbuildignore
1028,2,206,.gitignore
1028,3,1950,.travis.yml
1028,4,1387,CONDUCT.md
1028,5,1879,CONTRIBUTING.md
1028,6,1884,DESCRIPTION
1028,7,42,LICENSE
1028,8,1090,LICENSE.md
1028,9,6869,NAMESPACE
1028,10,37339,NEWS.md
1028,12,7431,README.md
1028,18,326,plotly.Rproj
1029,0,220,.Rbuildignore
1029,2,206,.gitignore
1029,3,1950,.travis.yml
1029,4,1387,CONDUCT.md
1029,5,1879,CONTRIBUTING.md
1029,6,1884,DESCRIPTION
1029,7,42,LICENSE
1029,8,1090,LICENSE.md
1029,9,6869,NAMESPACE
1029,10,37339,NEWS.md
1029,12,7431,README.md
1029,18,326,plotly.Rproj
1030,0,220,.Rbuildignore
1030,2,206,.gitignore
1030,3,1950,.travis.yml
1030,4,1387,CONDUCT.md
1030,5,1879,CONTRIBUTING.md
1030,6,1884,DESCRIPTION
1030,7,42,LICENSE
1030,8,1090,LICENSE.md
1030,9,6869,NAMESPACE
1030,10,37339,NEWS.md
1030,12,7431,README.md
1030,18,326,plotly.Rproj
1031,0,220,.Rbuildignore
1031,2,206,.gitignore
1031,3,1950,.travis.yml
1031,4,1387,CONDUCT.md
1031,5,1879,CONTRIBUTING.md
1031,6,1884,DESCRIPTION
1031,7,42,LICENSE
1031,8,1090,LICENSE.md
1031,9,6869,NAMESPACE
1031,10,37339,NEWS.md
1031,12,7431,README.md
1031,18,326,plotly.Rproj
1032,0,220,.Rbuildignore
1032,2,206,.gitignore
1032,3,1950,.travis.yml
1032,4,1387,CONDUCT.md
1032,5,1879,CONTRIBUTING.md
1032,6,1859,DESCRIPTION
1032,7,42,LICENSE
1032,8,1090,LICENSE.md
1032,9,6915,NAMESPACE
1032,10,37339,NEWS.md
1032,12,7431,README.md
1032,18,326,plotly.Rproj
1033,0,220,.Rbuildignore
1033,2,206,.gitignore
1033,3,1950,.travis.yml
1033,4,1387,CONDUCT.md
1033,5,1879,CONTRIBUTING.md
1033,6,1859,DESCRIPTION
1033,7,42,LICENSE
1033,8,1090,LICENSE.md
1033,9,6869,NAMESPACE
1033,10,37339,NEWS.md
1033,12,7431,README.md
1033,18,326,plotly.Rproj
1034,0,220,.Rbuildignore
1034,2,206,.gitignore
1034,3,1950,.travis.yml
1034,4,1387,CONDUCT.md
1034,5,1879,CONTRIBUTING.md
1034,6,1859,DESCRIPTION
1034,7,42,LICENSE
1034,8,1090,LICENSE.md
1034,9,6869,NAMESPACE
1034,10,37339,NEWS.md
1034,12,7431,README.md
1034,18,326,plotly.Rproj
1035,0,220,.Rbuildignore
1035,2,206,.gitignore
1035,3,1950,.travis.yml
1035,4,1387,CONDUCT.md
1035,5,1879,CONTRIBUTING.md
1035,6,1859,DESCRIPTION
1035,7,42,LICENSE
1035,8,1090,LICENSE.md
1035,9,6869,NAMESPACE
1035,10,37339,NEWS.md
1035,12,7431,README.md
1035,18,326,plotly.Rproj
1036,0,220,.Rbuildignore
1036,2,206,.gitignore
1036,3,1950,.travis.yml
1036,4,1387,CONDUCT.md
1036,5,1879,CONTRIBUTING.md
1036,6,1859,DESCRIPTION
1036,7,42,LICENSE
1036,8,1090,LICENSE.md
1036,9,6869,NAMESPACE
1036,10,37254,NEWS.md
1036,12,7431,README.md
1036,18,326,plotly.Rproj
1037,0,220,.Rbuildignore
1037,2,206,.gitignore
1037,3,1950,.travis.yml
1037,4,1387,CONDUCT.md
1037,5,1879,CONTRIBUTING.md
1037,6,1859,DESCRIPTION
1037,7,42,LICENSE
1037,8,1090,LICENSE.md
1037,9,6915,NAMESPACE
1037,10,37150,NEWS.md
1037,12,7431,README.md
1037,18,326,plotly.Rproj
1038,0,220,.Rbuildignore
1038,2,206,.gitignore
1038,3,1950,.travis.yml
1038,4,1387,CONDUCT.md
1038,5,1879,CONTRIBUTING.md
1038,6,1859,DESCRIPTION
1038,7,42,LICENSE
1038,8,1090,LICENSE.md
1038,9,6915,NAMESPACE
1038,10,37150,NEWS.md
1038,12,7431,README.md
1038,18,326,plotly.Rproj
1039,0,220,.Rbuildignore
1039,2,206,.gitignore
1039,3,1950,.travis.yml
1039,4,1387,CONDUCT.md
1039,5,1879,CONTRIBUTING.md
1039,6,1859,DESCRIPTION
1039,7,42,LICENSE
1039,8,1090,LICENSE.md
1039,9,6915,NAMESPACE
1039,10,37150,NEWS.md
1039,12,7431,README.md
1039,18,326,plotly.Rproj
1040,0,220,.Rbuildignore
1040,2,206,.gitignore
1040,3,1950,.travis.yml
1040,4,1387,CONDUCT.md
1040,5,1879,CONTRIBUTING.md
1040,6,1859,DESCRIPTION
1040,7,42,LICENSE
1040,8,1090,LICENSE.md
1040,9,6915,NAMESPACE
1040,10,37150,NEWS.md
1040,12,7431,README.md
1040,18,326,plotly.Rproj
1041,0,220,.Rbuildignore
1041,2,206,.gitignore
1041,3,1950,.travis.yml
1041,4,1387,CONDUCT.md
1041,5,1879,CONTRIBUTING.md
1041,6,1859,DESCRIPTION
1041,7,42,LICENSE
1041,8,1090,LICENSE.md
1041,9,6915,NAMESPACE
1041,10,37150,NEWS.md
1041,12,7431,README.md
1041,18,326,plotly.Rproj
1042,0,220,.Rbuildignore
1042,2,206,.gitignore
1042,3,1950,.travis.yml
1042,4,1387,CONDUCT.md
1042,5,1879,CONTRIBUTING.md
1042,6,1859,DESCRIPTION
1042,7,42,LICENSE
1042,8,1090,LICENSE.md
1042,9,6869,NAMESPACE
1042,10,37150,NEWS.md
1042,12,7431,README.md
1042,18,326,plotly.Rproj
1043,0,220,.Rbuildignore
1043,2,206,.gitignore
1043,3,1950,.travis.yml
1043,4,1387,CONDUCT.md
1043,5,1879,CONTRIBUTING.md
1043,6,1859,DESCRIPTION
1043,7,42,LICENSE
1043,8,1090,LICENSE.md
1043,9,6915,NAMESPACE
1043,10,37150,NEWS.md
1043,12,7431,README.md
1043,18,326,plotly.Rproj
1044,0,220,.Rbuildignore
1044,2,206,.gitignore
1044,3,1950,.travis.yml
1044,4,1387,CONDUCT.md
1044,5,1879,CONTRIBUTING.md
1044,6,1859,DESCRIPTION
1044,7,42,LICENSE
1044,8,1090,LICENSE.md
1044,9,6869,NAMESPACE
1044,10,37150,NEWS.md
1044,12,7431,README.md
1044,18,326,plotly.Rproj
1045,0,220,.Rbuildignore
1045,2,206,.gitignore
1045,3,1950,.travis.yml
1045,4,1387,CONDUCT.md
1045,5,1879,CONTRIBUTING.md
1045,6,1859,DESCRIPTION
1045,7,42,LICENSE
1045,8,1090,LICENSE.md
1045,9,6869,NAMESPACE
1045,10,37150,NEWS.md
1045,12,7431,README.md
1045,18,326,plotly.Rproj
1046,0,220,.Rbuildignore
1046,2,206,.gitignore
1046,3,1950,.travis.yml
