Index of Commit,SubIndex of Commit,Size,Path
893,19,326,plotly.Rproj
894,0,217,.Rbuildignore
894,2,196,.gitignore
894,3,1951,.travis.yml
894,4,1387,CONDUCT.md
894,5,1879,CONTRIBUTING.md
894,6,1897,DESCRIPTION
894,7,42,LICENSE
894,8,1090,LICENSE.md
894,9,6496,NAMESPACE
894,10,39947,NEWS.md
894,12,8603,README.Rmd
894,13,8654,README.md
894,19,326,plotly.Rproj
895,0,217,.Rbuildignore
895,2,196,.gitignore
895,3,1951,.travis.yml
895,4,1387,CONDUCT.md
895,5,1879,CONTRIBUTING.md
895,6,1897,DESCRIPTION
895,7,42,LICENSE
895,8,1090,LICENSE.md
895,9,6496,NAMESPACE
895,10,39947,NEWS.md
895,12,8603,README.Rmd
895,13,8654,README.md
895,19,326,plotly.Rproj
896,0,217,.Rbuildignore
896,2,196,.gitignore
896,3,1951,.travis.yml
896,4,1387,CONDUCT.md
896,5,1879,CONTRIBUTING.md
896,6,1897,DESCRIPTION
896,7,42,LICENSE
896,8,1090,LICENSE.md
896,9,6496,NAMESPACE
896,10,39947,NEWS.md
896,12,8603,README.Rmd
896,13,8654,README.md
896,19,326,plotly.Rproj
897,0,217,.Rbuildignore
897,2,196,.gitignore
897,3,1951,.travis.yml
897,4,1387,CONDUCT.md
897,5,1879,CONTRIBUTING.md
897,6,1897,DESCRIPTION
897,7,42,LICENSE
897,8,1090,LICENSE.md
897,9,6496,NAMESPACE
897,10,39947,NEWS.md
897,12,8507,README.Rmd
897,13,8559,README.md
897,19,326,plotly.Rproj
898,0,217,.Rbuildignore
898,2,196,.gitignore
898,3,1951,.travis.yml
898,4,1387,CONDUCT.md
898,5,1879,CONTRIBUTING.md
898,6,1897,DESCRIPTION
898,7,42,LICENSE
898,8,1090,LICENSE.md
898,9,6496,NAMESPACE
898,10,39947,NEWS.md
898,12,8507,README.Rmd
898,13,8559,README.md
898,19,326,plotly.Rproj
899,0,217,.Rbuildignore
899,2,196,.gitignore
899,3,1951,.travis.yml
899,4,1387,CONDUCT.md
899,5,1879,CONTRIBUTING.md
899,6,1897,DESCRIPTION
899,7,42,LICENSE
899,8,1090,LICENSE.md
899,9,6496,NAMESPACE
899,10,39947,NEWS.md
899,12,8507,README.Rmd
899,13,8559,README.md
899,19,326,plotly.Rproj
900,0,217,.Rbuildignore
900,2,196,.gitignore
900,3,1951,.travis.yml
900,4,1387,CONDUCT.md
900,5,1879,CONTRIBUTING.md
900,6,1897,DESCRIPTION
900,7,42,LICENSE
900,8,1090,LICENSE.md
900,9,6496,NAMESPACE
900,10,39947,NEWS.md
900,12,8507,README.Rmd
900,13,8559,README.md
900,19,326,plotly.Rproj
901,0,217,.Rbuildignore
901,2,196,.gitignore
901,3,1951,.travis.yml
901,4,1387,CONDUCT.md
901,5,1879,CONTRIBUTING.md
901,6,1897,DESCRIPTION
901,7,42,LICENSE
901,8,1090,LICENSE.md
901,9,6496,NAMESPACE
901,10,39947,NEWS.md
901,12,8507,README.Rmd
901,13,8559,README.md
901,19,326,plotly.Rproj
902,0,217,.Rbuildignore
902,2,196,.gitignore
902,3,1951,.travis.yml
902,4,1387,CONDUCT.md
902,5,1879,CONTRIBUTING.md
902,6,1897,DESCRIPTION
902,7,42,LICENSE
902,8,1090,LICENSE.md
902,9,6496,NAMESPACE
902,10,39947,NEWS.md
902,12,8507,README.Rmd
902,13,8559,README.md
902,19,326,plotly.Rproj
903,0,217,.Rbuildignore
903,2,196,.gitignore
903,3,1951,.travis.yml
903,4,1387,CONDUCT.md
903,5,1879,CONTRIBUTING.md
903,6,1897,DESCRIPTION
903,7,42,LICENSE
903,8,1090,LICENSE.md
903,9,6888,NAMESPACE
903,10,39947,NEWS.md
903,12,8507,README.Rmd
903,13,8559,README.md
903,19,326,plotly.Rproj
904,0,217,.Rbuildignore
904,2,196,.gitignore
904,3,1951,.travis.yml
904,4,1387,CONDUCT.md
904,5,1879,CONTRIBUTING.md
904,6,1897,DESCRIPTION
904,7,42,LICENSE
904,8,1090,LICENSE.md
904,9,6912,NAMESPACE
904,10,39947,NEWS.md
904,12,8507,README.Rmd
904,13,8559,README.md
904,19,326,plotly.Rproj
905,0,217,.Rbuildignore
905,2,196,.gitignore
905,3,1951,.travis.yml
905,4,1387,CONDUCT.md
905,5,1879,CONTRIBUTING.md
905,6,1897,DESCRIPTION
905,7,42,LICENSE
905,8,1090,LICENSE.md
905,9,6887,NAMESPACE
905,10,39947,NEWS.md
905,12,8507,README.Rmd
905,13,8559,README.md
905,19,326,plotly.Rproj
906,0,217,.Rbuildignore
906,2,196,.gitignore
906,3,1951,.travis.yml
906,4,1387,CONDUCT.md
906,5,1879,CONTRIBUTING.md
906,6,1897,DESCRIPTION
906,7,42,LICENSE
906,8,1090,LICENSE.md
906,9,6887,NAMESPACE
906,10,39729,NEWS.md
906,12,8507,README.Rmd
906,13,8559,README.md
906,19,326,plotly.Rproj
907,0,217,.Rbuildignore
907,2,196,.gitignore
907,3,1951,.travis.yml
907,4,1387,CONDUCT.md
907,5,1879,CONTRIBUTING.md
907,6,1897,DESCRIPTION
907,7,42,LICENSE
907,8,1090,LICENSE.md
907,9,6887,NAMESPACE
907,10,39729,NEWS.md
907,12,8507,README.Rmd
907,13,8559,README.md
907,19,326,plotly.Rproj
908,0,217,.Rbuildignore
908,2,196,.gitignore
908,3,1951,.travis.yml
908,4,1387,CONDUCT.md
908,5,1879,CONTRIBUTING.md
908,6,1897,DESCRIPTION
908,7,42,LICENSE
908,8,1090,LICENSE.md
908,9,6887,NAMESPACE
908,10,39729,NEWS.md
908,12,8507,README.Rmd
908,13,8559,README.md
908,19,326,plotly.Rproj
909,0,217,.Rbuildignore
909,2,196,.gitignore
909,3,1951,.travis.yml
909,4,1387,CONDUCT.md
909,5,1879,CONTRIBUTING.md
909,6,1897,DESCRIPTION
909,7,42,LICENSE
909,8,1090,LICENSE.md
909,9,6888,NAMESPACE
909,10,39729,NEWS.md
909,12,8507,README.Rmd
909,13,8559,README.md
909,19,326,plotly.Rproj
910,0,217,.Rbuildignore
910,2,196,.gitignore
910,3,1951,.travis.yml
910,4,1387,CONDUCT.md
910,5,1879,CONTRIBUTING.md
910,6,1897,DESCRIPTION
910,7,42,LICENSE
910,8,1090,LICENSE.md
910,9,6888,NAMESPACE
910,10,39729,NEWS.md
910,12,8507,README.Rmd
910,13,8559,README.md
910,19,326,plotly.Rproj
911,0,217,.Rbuildignore
911,2,196,.gitignore
911,3,1951,.travis.yml
911,4,1387,CONDUCT.md
911,5,1879,CONTRIBUTING.md
911,6,1897,DESCRIPTION
911,7,42,LICENSE
911,8,1090,LICENSE.md
911,9,6888,NAMESPACE
911,10,39729,NEWS.md
911,12,8507,README.Rmd
911,13,8559,README.md
911,19,326,plotly.Rproj
912,0,217,.Rbuildignore
912,2,196,.gitignore
912,3,1951,.travis.yml
912,4,1387,CONDUCT.md
912,5,1879,CONTRIBUTING.md
912,6,1913,DESCRIPTION
912,7,42,LICENSE
912,8,1090,LICENSE.md
912,9,6806,NAMESPACE
912,10,39729,NEWS.md
912,12,8507,README.Rmd
912,13,8559,README.md
912,19,326,plotly.Rproj
913,0,217,.Rbuildignore
913,2,196,.gitignore
913,3,1951,.travis.yml
913,4,1387,CONDUCT.md
913,5,1879,CONTRIBUTING.md
913,6,1913,DESCRIPTION
913,7,42,LICENSE
913,8,1090,LICENSE.md
913,9,6806,NAMESPACE
913,10,39729,NEWS.md
913,12,8507,README.Rmd
913,13,8559,README.md
913,19,326,plotly.Rproj
914,0,217,.Rbuildignore
914,2,196,.gitignore
914,3,1951,.travis.yml
914,4,1387,CONDUCT.md
914,5,1879,CONTRIBUTING.md
914,6,1913,DESCRIPTION
914,7,42,LICENSE
914,8,1090,LICENSE.md
914,9,6806,NAMESPACE
914,10,39729,NEWS.md
914,12,8507,README.Rmd
914,13,8559,README.md
914,19,326,plotly.Rproj
915,0,217,.Rbuildignore
915,2,196,.gitignore
915,3,1951,.travis.yml
915,4,1387,CONDUCT.md
915,5,1879,CONTRIBUTING.md
915,6,1913,DESCRIPTION
915,7,42,LICENSE
915,8,1090,LICENSE.md
915,9,6806,NAMESPACE
915,10,39729,NEWS.md
915,12,8507,README.Rmd
915,13,8559,README.md
915,19,326,plotly.Rproj
916,0,217,.Rbuildignore
916,2,196,.gitignore
916,3,1951,.travis.yml
916,4,1387,CONDUCT.md
916,5,1879,CONTRIBUTING.md
916,6,1913,DESCRIPTION
916,7,42,LICENSE
916,8,1090,LICENSE.md
916,9,6806,NAMESPACE
916,10,39729,NEWS.md
916,12,8507,README.Rmd
916,13,8559,README.md
916,19,326,plotly.Rproj
917,0,217,.Rbuildignore
917,2,196,.gitignore
917,3,1951,.travis.yml
917,4,1387,CONDUCT.md
917,5,1879,CONTRIBUTING.md
917,6,1913,DESCRIPTION
917,7,42,LICENSE
917,8,1090,LICENSE.md
917,9,6806,NAMESPACE
917,10,39729,NEWS.md
917,12,8507,README.Rmd
917,13,8559,README.md
917,19,326,plotly.Rproj
918,0,217,.Rbuildignore
918,2,196,.gitignore
918,3,1951,.travis.yml
918,4,1387,CONDUCT.md
918,5,1879,CONTRIBUTING.md
918,6,1913,DESCRIPTION
918,7,42,LICENSE
918,8,1090,LICENSE.md
918,9,6805,NAMESPACE
918,10,39729,NEWS.md
918,12,8507,README.Rmd
918,13,8559,README.md
918,19,326,plotly.Rproj
919,0,217,.Rbuildignore
919,2,196,.gitignore
919,3,1951,.travis.yml
919,4,1387,CONDUCT.md
919,5,1879,CONTRIBUTING.md
919,6,1913,DESCRIPTION
919,7,42,LICENSE
919,8,1090,LICENSE.md
919,9,6805,NAMESPACE
919,10,39729,NEWS.md
919,12,8507,README.Rmd
919,13,8559,README.md
919,19,326,plotly.Rproj
920,0,217,.Rbuildignore
920,2,196,.gitignore
920,3,1951,.travis.yml
920,4,1387,CONDUCT.md
920,5,1879,CONTRIBUTING.md
920,6,1913,DESCRIPTION
920,7,42,LICENSE
920,8,1090,LICENSE.md
920,9,6805,NAMESPACE
920,10,39729,NEWS.md
920,12,8507,README.Rmd
920,13,8559,README.md
920,19,326,plotly.Rproj
921,0,217,.Rbuildignore
921,2,196,.gitignore
921,3,1951,.travis.yml
921,4,1387,CONDUCT.md
921,5,1879,CONTRIBUTING.md
921,6,1913,DESCRIPTION
921,7,42,LICENSE
921,8,1090,LICENSE.md
921,9,6805,NAMESPACE
921,10,39729,NEWS.md
921,12,8507,README.Rmd
921,13,8559,README.md
921,19,326,plotly.Rproj
922,0,217,.Rbuildignore
922,2,196,.gitignore
922,3,1951,.travis.yml
922,4,1387,CONDUCT.md
922,5,1879,CONTRIBUTING.md
922,6,1913,DESCRIPTION
922,7,42,LICENSE
922,8,1090,LICENSE.md
922,9,6805,NAMESPACE
922,10,39623,NEWS.md
922,12,8507,README.Rmd
922,13,8559,README.md
922,19,326,plotly.Rproj
923,0,217,.Rbuildignore
923,2,196,.gitignore
923,3,1951,.travis.yml
923,4,1387,CONDUCT.md
923,5,1879,CONTRIBUTING.md
923,6,1913,DESCRIPTION
923,7,42,LICENSE
923,8,1090,LICENSE.md
923,9,6805,NAMESPACE
923,10,39623,NEWS.md
923,12,8507,README.Rmd
923,13,8559,README.md
923,19,326,plotly.Rproj
924,0,217,.Rbuildignore
924,2,196,.gitignore
924,3,1951,.travis.yml
924,4,1387,CONDUCT.md
924,5,1879,CONTRIBUTING.md
924,6,1913,DESCRIPTION
924,7,42,LICENSE
924,8,1090,LICENSE.md
924,9,6938,NAMESPACE
924,10,39729,NEWS.md
924,12,8507,README.Rmd
924,13,8559,README.md
924,19,326,plotly.Rproj
925,0,217,.Rbuildignore
925,2,196,.gitignore
925,3,1951,.travis.yml
925,4,1387,CONDUCT.md
925,5,1879,CONTRIBUTING.md
925,6,1913,DESCRIPTION
925,7,42,LICENSE
925,8,1090,LICENSE.md
925,9,6938,NAMESPACE
925,10,39623,NEWS.md
925,12,8507,README.Rmd
925,13,8559,README.md
925,19,326,plotly.Rproj
926,0,217,.Rbuildignore
926,2,196,.gitignore
926,3,1951,.travis.yml
926,4,1387,CONDUCT.md
926,5,1879,CONTRIBUTING.md
926,6,1913,DESCRIPTION
926,7,42,LICENSE
926,8,1090,LICENSE.md
926,9,6805,NAMESPACE
926,10,39623,NEWS.md
926,12,8507,README.Rmd
926,13,8559,README.md
926,19,326,plotly.Rproj
927,0,217,.Rbuildignore
927,2,196,.gitignore
927,3,1951,.travis.yml
927,4,1387,CONDUCT.md
927,5,1879,CONTRIBUTING.md
927,6,1913,DESCRIPTION
927,7,42,LICENSE
927,8,1090,LICENSE.md
927,9,6805,NAMESPACE
927,10,39623,NEWS.md
927,12,8507,README.Rmd
927,13,8559,README.md
927,19,326,plotly.Rproj
928,0,217,.Rbuildignore
928,2,196,.gitignore
928,3,1951,.travis.yml
928,4,1387,CONDUCT.md
928,5,1879,CONTRIBUTING.md
928,6,1913,DESCRIPTION
928,7,42,LICENSE
928,8,1090,LICENSE.md
928,9,6938,NAMESPACE
928,10,39623,NEWS.md
928,12,8507,README.Rmd
928,13,8559,README.md
928,19,326,plotly.Rproj
929,0,217,.Rbuildignore
929,2,196,.gitignore
929,3,1951,.travis.yml
929,4,1387,CONDUCT.md
929,5,1879,CONTRIBUTING.md
929,6,1913,DESCRIPTION
929,7,42,LICENSE
929,8,1090,LICENSE.md
929,9,6938,NAMESPACE
929,10,39623,NEWS.md
929,12,8507,README.Rmd
929,13,8559,README.md
929,19,326,plotly.Rproj
930,0,217,.Rbuildignore
930,2,196,.gitignore
930,3,1951,.travis.yml
930,4,1387,CONDUCT.md
930,5,1879,CONTRIBUTING.md
930,6,1913,DESCRIPTION
930,7,42,LICENSE
930,8,1090,LICENSE.md
930,9,6938,NAMESPACE
930,10,39623,NEWS.md
930,12,8507,README.Rmd
930,13,8559,README.md
930,19,326,plotly.Rproj
931,0,217,.Rbuildignore
931,2,196,.gitignore
931,3,1951,.travis.yml
931,4,1387,CONDUCT.md
931,5,1879,CONTRIBUTING.md
931,6,1913,DESCRIPTION
931,7,42,LICENSE
931,8,1090,LICENSE.md
931,9,6938,NAMESPACE
931,10,39623,NEWS.md
931,12,8507,README.Rmd
931,13,8559,README.md
931,19,326,plotly.Rproj
932,0,217,.Rbuildignore
932,2,196,.gitignore
932,3,1951,.travis.yml
932,4,1387,CONDUCT.md
932,5,1879,CONTRIBUTING.md
932,6,1913,DESCRIPTION
932,7,42,LICENSE
932,8,1090,LICENSE.md
932,9,6938,NAMESPACE
932,10,39623,NEWS.md
932,12,8507,README.Rmd
932,13,8559,README.md
932,19,326,plotly.Rproj
933,0,217,.Rbuildignore
933,2,196,.gitignore
933,3,1951,.travis.yml
933,4,1387,CONDUCT.md
933,5,1879,CONTRIBUTING.md
933,6,1913,DESCRIPTION
933,7,42,LICENSE
933,8,1090,LICENSE.md
933,9,6938,NAMESPACE
933,10,39623,NEWS.md
933,12,8507,README.Rmd
933,13,8559,README.md
933,19,326,plotly.Rproj
934,0,217,.Rbuildignore
934,2,196,.gitignore
934,3,1951,.travis.yml
934,4,1387,CONDUCT.md
934,5,1879,CONTRIBUTING.md
934,6,1913,DESCRIPTION
934,7,42,LICENSE
934,8,1090,LICENSE.md
934,9,6938,NAMESPACE
934,10,39623,NEWS.md
934,12,8507,README.Rmd
934,13,8559,README.md
934,19,326,plotly.Rproj
935,0,217,.Rbuildignore
935,2,196,.gitignore
935,3,1951,.travis.yml
935,4,1387,CONDUCT.md
935,5,1879,CONTRIBUTING.md
935,6,1913,DESCRIPTION
935,7,42,LICENSE
935,8,1090,LICENSE.md
935,9,6938,NAMESPACE
935,10,39623,NEWS.md
935,12,8507,README.Rmd
935,13,8559,README.md
935,19,326,plotly.Rproj
936,0,217,.Rbuildignore
936,2,196,.gitignore
936,3,1951,.travis.yml
936,4,1387,CONDUCT.md
936,5,1879,CONTRIBUTING.md
936,6,1913,DESCRIPTION
936,7,42,LICENSE
936,8,1090,LICENSE.md
936,9,6938,NAMESPACE
936,10,38620,NEWS.md
936,12,8507,README.Rmd
936,13,8559,README.md
936,19,326,plotly.Rproj
937,0,217,.Rbuildignore
937,2,196,.gitignore
937,3,1951,.travis.yml
937,4,1387,CONDUCT.md
937,5,1879,CONTRIBUTING.md
937,6,1913,DESCRIPTION
937,7,42,LICENSE
937,8,1090,LICENSE.md
937,9,6938,NAMESPACE
937,10,38620,NEWS.md
937,12,8507,README.Rmd
937,13,8559,README.md
937,19,326,plotly.Rproj
938,0,217,.Rbuildignore
938,2,196,.gitignore
938,3,1951,.travis.yml
938,4,1387,CONDUCT.md
938,5,1879,CONTRIBUTING.md
938,6,1913,DESCRIPTION
938,7,42,LICENSE
938,8,1090,LICENSE.md
938,9,6938,NAMESPACE
938,10,38620,NEWS.md
938,12,8507,README.Rmd
938,13,8559,README.md
938,19,326,plotly.Rproj
939,0,217,.Rbuildignore
939,2,196,.gitignore
939,3,1951,.travis.yml
939,4,1387,CONDUCT.md
939,5,1879,CONTRIBUTING.md
939,6,1913,DESCRIPTION
939,7,42,LICENSE
939,8,1090,LICENSE.md
939,9,6938,NAMESPACE
939,10,39623,NEWS.md
939,12,8507,README.Rmd
939,13,8559,README.md
939,19,326,plotly.Rproj
940,0,217,.Rbuildignore
940,2,196,.gitignore
940,3,1951,.travis.yml
940,4,1387,CONDUCT.md
940,5,1879,CONTRIBUTING.md
940,6,1913,DESCRIPTION
940,7,42,LICENSE
940,8,1090,LICENSE.md
940,9,6938,NAMESPACE
940,10,39623,NEWS.md
940,12,8507,README.Rmd
940,13,8559,README.md
940,19,326,plotly.Rproj
941,0,217,.Rbuildignore
941,2,196,.gitignore
941,3,1951,.travis.yml
941,4,1387,CONDUCT.md
941,5,1879,CONTRIBUTING.md
941,6,1913,DESCRIPTION
941,7,42,LICENSE
941,8,1090,LICENSE.md
941,9,6938,NAMESPACE
941,10,39623,NEWS.md
941,12,8507,README.Rmd
941,13,8559,README.md
941,19,326,plotly.Rproj
942,0,217,.Rbuildignore
942,2,196,.gitignore
942,3,1951,.travis.yml
942,4,1387,CONDUCT.md
942,5,1879,CONTRIBUTING.md
942,6,1913,DESCRIPTION
942,7,42,LICENSE
942,8,1090,LICENSE.md
942,9,6938,NAMESPACE
942,10,39623,NEWS.md
942,12,8507,README.Rmd
942,13,8559,README.md
942,19,326,plotly.Rproj
943,0,217,.Rbuildignore
943,2,196,.gitignore
943,3,1951,.travis.yml
943,4,1387,CONDUCT.md
943,5,1879,CONTRIBUTING.md
943,6,1913,DESCRIPTION
943,7,42,LICENSE
943,8,1090,LICENSE.md
943,9,6938,NAMESPACE
943,10,39254,NEWS.md
943,12,8507,README.Rmd
943,13,8559,README.md
943,19,326,plotly.Rproj
944,0,217,.Rbuildignore
944,2,196,.gitignore
944,3,1951,.travis.yml
944,4,1387,CONDUCT.md
944,5,1879,CONTRIBUTING.md
944,6,1913,DESCRIPTION
944,7,42,LICENSE
944,8,1090,LICENSE.md
944,9,6938,NAMESPACE
944,10,39257,NEWS.md
944,12,8507,README.Rmd
944,13,8559,README.md
944,19,326,plotly.Rproj
945,0,217,.Rbuildignore
945,2,196,.gitignore
945,3,1951,.travis.yml
945,4,1387,CONDUCT.md
945,5,1879,CONTRIBUTING.md
945,6,1913,DESCRIPTION
945,7,42,LICENSE
945,8,1090,LICENSE.md
945,9,6938,NAMESPACE
945,10,39257,NEWS.md
945,12,8507,README.Rmd
945,13,8559,README.md
945,19,326,plotly.Rproj
946,0,217,.Rbuildignore
946,2,196,.gitignore
946,3,1951,.travis.yml
946,4,1387,CONDUCT.md
946,5,1879,CONTRIBUTING.md
946,6,1913,DESCRIPTION
946,7,42,LICENSE
946,8,1090,LICENSE.md
946,9,6938,NAMESPACE
946,10,39257,NEWS.md
946,12,8507,README.Rmd
946,13,8559,README.md
946,19,326,plotly.Rproj
947,0,217,.Rbuildignore
947,2,196,.gitignore
947,3,1951,.travis.yml
947,4,1387,CONDUCT.md
947,5,1879,CONTRIBUTING.md
947,6,1913,DESCRIPTION
947,7,42,LICENSE
947,8,1090,LICENSE.md
947,9,6938,NAMESPACE
947,10,38620,NEWS.md
947,12,8507,README.Rmd
947,13,8559,README.md
947,19,326,plotly.Rproj
948,0,217,.Rbuildignore
948,2,196,.gitignore
948,3,1951,.travis.yml
948,4,1387,CONDUCT.md
948,5,1879,CONTRIBUTING.md
948,6,1913,DESCRIPTION
948,7,42,LICENSE
948,8,1090,LICENSE.md
948,9,6938,NAMESPACE
948,10,38620,NEWS.md
948,12,8507,README.Rmd
948,13,8559,README.md
948,19,326,plotly.Rproj
949,0,217,.Rbuildignore
949,2,196,.gitignore
949,3,1951,.travis.yml
949,4,1387,CONDUCT.md
949,5,1879,CONTRIBUTING.md
949,6,1913,DESCRIPTION
949,7,42,LICENSE
949,8,1090,LICENSE.md
949,9,6938,NAMESPACE
949,10,38620,NEWS.md
949,12,8507,README.Rmd
949,13,8559,README.md
949,19,326,plotly.Rproj
950,0,217,.Rbuildignore
950,2,196,.gitignore
950,3,1951,.travis.yml
950,4,1387,CONDUCT.md
950,5,1879,CONTRIBUTING.md
950,6,1913,DESCRIPTION
950,7,42,LICENSE
950,8,1090,LICENSE.md
950,9,6938,NAMESPACE
950,10,38620,NEWS.md
950,12,8507,README.Rmd
950,13,8559,README.md
950,19,326,plotly.Rproj
951,0,217,.Rbuildignore
951,2,196,.gitignore
951,3,1951,.travis.yml
951,4,1387,CONDUCT.md
951,5,1879,CONTRIBUTING.md
951,6,1913,DESCRIPTION
951,7,42,LICENSE
951,8,1090,LICENSE.md
951,9,6938,NAMESPACE
951,10,38620,NEWS.md
951,12,8507,README.Rmd
951,13,8559,README.md
951,19,326,plotly.Rproj
952,0,217,.Rbuildignore
952,2,196,.gitignore
952,3,1951,.travis.yml
952,4,1387,CONDUCT.md
952,5,1879,CONTRIBUTING.md
952,6,1913,DESCRIPTION
952,7,42,LICENSE
952,8,1090,LICENSE.md
952,9,6938,NAMESPACE
952,10,38620,NEWS.md
952,12,8507,README.Rmd
952,13,8559,README.md
952,19,326,plotly.Rproj
953,0,217,.Rbuildignore
953,2,196,.gitignore
953,3,1951,.travis.yml
953,4,1387,CONDUCT.md
953,5,1879,CONTRIBUTING.md
953,6,1913,DESCRIPTION
953,7,42,LICENSE
953,8,1090,LICENSE.md
953,9,6938,NAMESPACE
953,10,38620,NEWS.md
953,12,8507,README.Rmd
953,13,8559,README.md
953,19,326,plotly.Rproj
954,0,217,.Rbuildignore
954,2,196,.gitignore
954,3,1951,.travis.yml
954,4,1387,CONDUCT.md
954,5,1879,CONTRIBUTING.md
954,6,1913,DESCRIPTION
954,7,42,LICENSE
954,8,1090,LICENSE.md
954,9,6938,NAMESPACE
954,10,38620,NEWS.md
954,12,8507,README.Rmd
954,13,8559,README.md
954,19,326,plotly.Rproj
955,0,217,.Rbuildignore
955,2,196,.gitignore
955,3,1951,.travis.yml
955,4,1387,CONDUCT.md
955,5,1879,CONTRIBUTING.md
955,6,1913,DESCRIPTION
955,7,42,LICENSE
955,8,1090,LICENSE.md
955,9,6938,NAMESPACE
955,10,38620,NEWS.md
955,12,8484,README.Rmd
955,13,8535,README.md
955,19,326,plotly.Rproj
956,0,217,.Rbuildignore
956,2,196,.gitignore
956,3,1951,.travis.yml
956,4,1387,CONDUCT.md
956,5,1879,CONTRIBUTING.md
956,6,1913,DESCRIPTION
956,7,42,LICENSE
956,8,1090,LICENSE.md
956,9,6938,NAMESPACE
956,10,38620,NEWS.md
956,12,8486,README.Rmd
956,13,8584,README.md
956,19,326,plotly.Rproj
957,0,217,.Rbuildignore
957,2,196,.gitignore
957,3,1951,.travis.yml
957,4,1387,CONDUCT.md
957,5,1879,CONTRIBUTING.md
957,6,1921,DESCRIPTION
957,7,42,LICENSE
957,8,1090,LICENSE.md
957,9,6938,NAMESPACE
957,10,38620,NEWS.md
957,12,8304,README.md
957,18,326,plotly.Rproj
958,0,217,.Rbuildignore
958,2,196,.gitignore
958,3,1951,.travis.yml
958,4,1387,CONDUCT.md
958,5,1879,CONTRIBUTING.md
958,6,1921,DESCRIPTION
958,7,42,LICENSE
958,8,1090,LICENSE.md
958,9,6938,NAMESPACE
958,10,38620,NEWS.md
958,12,8152,README.md
958,18,326,plotly.Rproj
959,0,217,.Rbuildignore
959,2,196,.gitignore
959,3,1951,.travis.yml
959,4,1387,CONDUCT.md
959,5,1879,CONTRIBUTING.md
959,6,1921,DESCRIPTION
959,7,42,LICENSE
959,8,1090,LICENSE.md
959,9,6938,NAMESPACE
959,10,38620,NEWS.md
959,12,8152,README.md
959,18,326,plotly.Rproj
960,0,217,.Rbuildignore
960,2,196,.gitignore
960,3,1951,.travis.yml
960,4,1387,CONDUCT.md
960,5,1879,CONTRIBUTING.md
960,6,1921,DESCRIPTION
960,7,42,LICENSE
960,8,1090,LICENSE.md
960,9,6938,NAMESPACE
960,10,38539,NEWS.md
960,12,8152,README.md
960,18,326,plotly.Rproj
961,0,217,.Rbuildignore
961,2,196,.gitignore
961,3,1951,.travis.yml
961,4,1387,CONDUCT.md
961,5,1879,CONTRIBUTING.md
961,6,1921,DESCRIPTION
961,7,42,LICENSE
961,8,1090,LICENSE.md
961,9,6938,NAMESPACE
961,10,38539,NEWS.md
961,12,8152,README.md
961,18,326,plotly.Rproj
962,0,217,.Rbuildignore
962,2,196,.gitignore
962,3,1951,.travis.yml
962,4,1387,CONDUCT.md
962,5,1879,CONTRIBUTING.md
962,6,1921,DESCRIPTION
962,7,42,LICENSE
962,8,1090,LICENSE.md
962,9,6938,NAMESPACE
962,10,38539,NEWS.md
962,12,8152,README.md
962,18,326,plotly.Rproj
963,0,217,.Rbuildignore
963,2,196,.gitignore
963,3,1951,.travis.yml
963,4,1387,CONDUCT.md
963,5,1879,CONTRIBUTING.md
963,6,1921,DESCRIPTION
963,7,42,LICENSE
963,8,1090,LICENSE.md
963,9,6938,NAMESPACE
963,10,38539,NEWS.md
963,12,8152,README.md
963,18,326,plotly.Rproj
964,0,217,.Rbuildignore
964,2,196,.gitignore
964,3,1951,.travis.yml
964,4,1387,CONDUCT.md
964,5,1879,CONTRIBUTING.md
964,6,1921,DESCRIPTION
964,7,42,LICENSE
964,8,1090,LICENSE.md
964,9,6938,NAMESPACE
964,10,38539,NEWS.md
964,12,8152,README.md
964,18,326,plotly.Rproj
965,0,217,.Rbuildignore
965,2,196,.gitignore
965,3,1951,.travis.yml
965,4,1387,CONDUCT.md
965,5,1879,CONTRIBUTING.md
965,6,1921,DESCRIPTION
965,7,42,LICENSE
965,8,1090,LICENSE.md
965,9,6938,NAMESPACE
965,10,38539,NEWS.md
965,12,8152,README.md
965,18,326,plotly.Rproj
966,0,217,.Rbuildignore
966,2,196,.gitignore
966,3,1951,.travis.yml
966,4,1387,CONDUCT.md
966,5,1879,CONTRIBUTING.md
966,6,1921,DESCRIPTION
966,7,42,LICENSE
966,8,1090,LICENSE.md
966,9,6938,NAMESPACE
966,10,38539,NEWS.md
966,12,8152,README.md
966,18,326,plotly.Rproj
967,0,217,.Rbuildignore
967,2,196,.gitignore
967,3,1951,.travis.yml
967,4,1387,CONDUCT.md
967,5,1879,CONTRIBUTING.md
967,6,1921,DESCRIPTION
967,7,42,LICENSE
967,8,1090,LICENSE.md
967,9,6938,NAMESPACE
967,10,38539,NEWS.md
967,12,8152,README.md
967,18,326,plotly.Rproj
968,0,217,.Rbuildignore
968,2,196,.gitignore
968,3,1951,.travis.yml
968,4,1387,CONDUCT.md
968,5,1879,CONTRIBUTING.md
968,6,1921,DESCRIPTION
968,7,42,LICENSE
968,8,1090,LICENSE.md
968,9,6938,NAMESPACE
968,10,38539,NEWS.md
968,12,8152,README.md
968,18,326,plotly.Rproj
969,0,217,.Rbuildignore
969,2,196,.gitignore
